"TIPO_DATO34","Tipo dato","T_BIS","Periodo temporale","SEXISTAT1","Sesso","COMPAGNIA","Persone presenti","TITOLO_STUDIO","Titolo di studio","NUMEROSITA","Ampiezza della famiglia","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","OTHPEO","con altre persone che conosce","99","totale","N3","3","2013","2013",5.28,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","9","totale","OTHPEO","con altre persone che conosce","99","totale","N3","3","2013","2013",77.07,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N3","3","2013","2013",4.27,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N3","3","2013","2013",5.33,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N3","3","2013","2013",79.96,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N3","3","2013","2013",4.39,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N3","3","2013","2013",5.42,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N3","3","2013","2013",81.36,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",4.08,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",5.12,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",79.51,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",5.12,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",6.09,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",84.54,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",5.33,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",6.31,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",85.23,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",5.54,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",6.49,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",86.49,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",3.23,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",4.31,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",74.94,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",3.58,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",5.01,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",79.11,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",3.54,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",5,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",77.9,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",3.59,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",5.06,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",78.25,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",3.46,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",4.52,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",77.27,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",4.35,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",5.36,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",81.81,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",4.44,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",5.48,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",81.62,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",4.58,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",6.01,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N4","4","2013","2013",82.45,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",4.02,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",5.03,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",79.81,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",4.59,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",6.05,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",81.86,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",5.08,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",6.28,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",79.41,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",5.23,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",6.49,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",78.84,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",2.55,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",4.05,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",71.36,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",3.26,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",4.47,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",71.86,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",3.27,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",4.52,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",70.92,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",3.33,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",5.01,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",70.66,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",3.3,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",4.37,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",75.74,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",4.15,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",5.3,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",77.1,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",4.19,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",5.44,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",75.25,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",4.28,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",5.59,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHPEO","con altre persone che conosce","99","totale","N5_GE","5 e più","2013","2013",74.81,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",3.24,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",4.13,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",4.52,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",4.24,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",4.21,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",4.15,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",5.12,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",5.54,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",5.32,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",5.22,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",79.83,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",81.18,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",82.34,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",79.55,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",81.2,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",3.25,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",5.08,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",5.24,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",5.3,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",5.01,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",4.23,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",6.08,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",6.23,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",6.39,,
